stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
421,SPNS,SPRINGFIELD & NORTHCLIFF (NODE ONLY,Springfield St & N Garden St,39.780449,-84.130158,,,,,0
10003,3,W 3RD ST @ N PERRY ST,W 3rd St & N Wilkinson St,39.758892,-84.195975,,,,,0
10005,5,W 3RD ST @ N ST MARYS ST,W 3rd St & N Saint Marys St,39.758362,-84.199271,,,,,0
10007,7,W 3RD ST @ GRIMES ST,,39.757043,-84.207543,,,,,0
10008,8,W 3RD ST @ SWEETMAN ST,W 3rd St & Sweetman St,39.756744,-84.209385,,,,,0
10009,9,W 3RD ST @ N WILLIAMS ST,W 3rd St & N Williams St,39.756286,-84.211657,,,,,0
10010,10,W 3RD ST @ N BROADWAY ST,,39.756028,-84.213645,,,,,0
10011,11,W 3RD ST @ N PAUL LAWRENCE DUNBAR,,39.75538,-84.217613,,,,,0
10012,12,W 3RD ST @ N EUCLID AV,,39.754901,-84.220368,,,,,0
10014,14,W 3RD ST @ JAMES H MCGEE BLVD,,39.754386,-84.223597,,,,,0
10015,15,W 3RD ST @ CLEMMER ST,,39.753956,-84.22615,,,,,0
10016,16,W 3RD ST @ ORCHARD AV,,39.753573,-84.228433,,,,,0
10017,17,W 3RD ST @ N WOODWARD AV,Us 35 & W 3rd St,39.753266,-84.229928,,,,,0
10021,21,W 3RD ST @ ANNA ST,W 3rd St & Us 35,39.752204,-84.236343,,,,,0
10023,23,W 3RD ST @ BROOKLYN AV,Us 35 & Brooklyn Av,39.751628,-84.239792,,,,,0
10026,26,W 3RD ST @ N HALLOWAY ST,Us 35 & N Halloway St,39.750773,-84.244948,,,,,0
10028,28,W 3RD ST @ N DECKER AV,W 3rd St & S Upland Av,39.750323,-84.247656,,,,,0
10032,32,W 3RD ST @ N GETTYSBURG AV,Us 35 & S Hatfield St,39.749495,-84.252611,,,,,0
10033,33,W 3RD ST @ 4200 W 3RD ST,,39.749063,-84.255742,,,,,0
10034,34,W 3RD ST @ ELMHURST RD,W 3RD ST & MELWOOD AVE,39.748624,-84.258328,,,,,0
10035,35,W 3RD ST @ ALMOND AV,Us 35 & W 3rd St,39.747937,-84.262086,,,,,0
10037,37,W 3RD ST @ MIA AV,,39.747388,-84.265737,,,,,0
10039,39,W 3RD ST @ CROWN AV,,39.74683,-84.26924,,,,,0
10040,40,W 3RD ST @ VICTORY DR,,39.746761,-84.271527,,,,,0
10041,41,W 3RD ST @ CHAIN AV,,39.746703,-84.274162,,,,,0
10043,43,W 3RD ST @ ELKINS AV,,39.746686,-84.277558,,,,,0
10045,45,W 3RD ST @ HANNA AV,,39.746643,-84.280496,,,,,0
10046,46,W 3RD ST @ MILLER AV,,39.74662,-84.28171,,,,,0
10047,47,W 3RD ST @ N LANSDOWNE AV,,39.746602,-84.284412,,,,,0
10050,50,W 3RD ST @ OLIVE RD,,39.746528,-84.292574,,,,,0
10051,51,W 3RD ST @ S IONA AV,,39.746323,-84.294303,,,,,0
10052,52,W 3RD ST @ S NORTHAMPTON RD,,39.746361,-84.291404,,,,,0
10053,53,W 3RD ST @ US 35,Us 35 & Lensdale Av,39.746403,-84.288141,,,,,0
10054,54,W 3RD ST @ TAFT AV,W 3rd St & Lensdale Av,39.746425,-84.285809,,,,,0
10055,55,W 3RD ST @ DAVENPORT AV,,39.746441,-84.284264,,,,,0
10056,56,W 3RD ST @ MILLER AV,W 3RD ST & MILLER AVE,39.746354,-84.282379,,,,,0
10058,58,W 3RD ST @ POMEROY AV,,39.746476,-84.2794,,,,,0
10059,59,W 3RD ST @ HOLLAND AV,,39.74652,-84.277082,,,,,0
10060,60,W 3RD ST @ CHAIN AV,,39.746562,-84.274673,,,,,0
10063,63,W 3RD ST @ LISCUM DR,,39.746726,-84.268669,,,,,0
10064,64,W 3RD ST @ MIA AV,Us 35 & Whitmore Av,39.747146,-84.265629,,,,,0
10066,66,W 3RD ST @ ALMOND AV,,39.747789,-84.2623,,,,,0
10069,69,W 3RD ST @ 4200 W 3RD ST,Us 35 & Greenleaf Dr,39.74874,-84.256118,,,,,0
10070,70,W 3RD ST @ S GETTYSBURG AV,Us 35 & Melwood Av,39.74919,-84.253387,,,,,0
10072,72,W 3RD ST @ S ALDER ST,Us 35 & N Alder St,39.749667,-84.250586,,,,,0
10074,74,W 3RD ST @ DECKER AV,Us 35 & N Decker Av,39.750055,-84.248232,,,,,0
10076,76,W 3RD ST @ S HALLOWAY ST,W 3rd St & N Halloway St,39.750496,-84.245607,,,,,0
10077,77,W 3RD ST @ S UPPER AV,Us 35 & Upper Av,39.750901,-84.24317,,,,,0
10079,79,W 3RD ST @ ABBEY AV,Us 35 & Abbey Av,39.751396,-84.24018,,,,,0
10080,80,W 3RD ST @ INLAND AV,W 3rd St & Chester Av,39.751756,-84.238014,,,,,0
10081,81,W 3RD ST @ BISH AV,W 3rd St & Bish Av,39.75216,-84.23559,,,,,0
10084,84,W 3RD ST @ ORCHARD AV,,39.753313,-84.22902,,,,,0
10086,86,W 3RD ST @ GROSVENOR AV,,39.753695,-84.226692,,,,,0
10087,87,W 3RD ST @ JAMES H MCGEE BLVD,W 3rd St & S Antioch St,39.754148,-84.223641,,,,,0
10089,89,W 3RD ST @ EUCLID AV,W 3rd St & N Euclid Av,39.754742,-84.219921,,,,,0
10090,90,W 3RD ST @ S PAUL LAWRENCE DUNB,W 3rd St & S Summit St,39.75502,-84.218296,,,,,0
10093,93,W 3RD ST @ S WILLIAM ST,W 3rd St & N Williams St,39.756036,-84.212151,,,,,0
10094,94,W 3RD ST @ MOUND ST,,39.75665,-84.209133,,,,,0
10095,95,W 3RD ST @ BANK ST,,39.757104,-84.206201,,,,,0
10097,97,W 3RD ST @ SINCLAIR COLLEGE,W 3rd St & N Saint Marys St,39.758273,-84.198777,,,,,0
10098,98,W 3RD ST @ S PERRY ST,W 3rd St & N Wilkinson St,39.758749,-84.195868,,,,,0
10104,104,WYOMING ST @ BROWN ST,Wyoming St & Magnolia Ln,39.745313,-84.183292,,,,,0
10105,105,WYOMING ST @ ALBERTA ST,,39.745211,-84.180291,,,,,0
10106,106,WYOMING ST @ JAY ST,,39.745803,-84.177496,,,,,0
10108,108,WYOMING ST @ WAYNE AV,Wyoming St & Wayne Av,39.747518,-84.172356,,,,,0
10112,112,WYOMING ST @ MISSOURI AV,,39.747161,-84.165361,,,,,0
10113,113,WYOMING ST @ ST PAUL AV,,39.747047,-84.162975,,,,,0
10115,115,WYOMING ST @ VIRGINIA AV,,39.746867,-84.159985,,,,,0
10117,117,WYOMING ST @ EPWORTH AV,,39.746656,-84.15616,,,,,0
10119,119,PHILLIPS AV @ ALICE ST,,39.743942,-84.155743,,,,,0
10120,120,PHILLIPS AV @ MUNCIE ST,,39.742357,-84.155938,,,,,0
10121,121,PHILLIPS AV @ CLARENCE ST,,39.740483,-84.156078,,,,,0
10123,123,WAYNE AVE @ CREIGHTON,,39.739149,-84.15467,,,,,0
10124,124,ARBOR AV @ WAYNE AV,,39.738632,-84.151648,,,,,0
10125,125,WATERVLIET AV @ REVERE AV,,39.737664,-84.150068,,,,,0
10126,126,WATERVLIET AV @ KING AV,,39.73644,-84.148133,,,,,0
10127,127,WATERVLIET AV @ NILL AV,,39.73566,-84.146912,,,,,0
10128,128,WATERVLIET AV @ WESTFIELD AV,,39.734065,-84.145103,,,,,0
10130,130,WATERVLIET AV @ FAUVER AV,,39.731661,-84.142728,,,,,0
10131,131,WATERVLIET AV @ S SMITHVILLE RD,,39.730575,-84.141244,,,,,0
10133,133,WATERVLIET AV @ BELLAIRE AV,,39.72886,-84.138743,,,,,0
10135,135,WATERVLIET AV @ KINGSTON AV,,39.727316,-84.136623,,,,,0
10136,136,WATERVLIET AV @ WAYLAND AV,,39.726194,-84.135034,,,,,0
10138,138,WATERVLIET AV @ CULVER AV,,39.724207,-84.132451,,,,,0
10140,140,PATTERSON RD @ REMBRANDT BLVD,,39.722909,-84.129998,,,,,0
10141,141,PATTERSON RD @ FLESHER AV,,39.722715,-84.126313,,,,,0
10143,143,PATTERSON RD @ RAINBOW DR,Rainbow Dr & Farmside Dr,39.722456,-84.121997,,,,,0
10144,144,RAINBOW DR @ E BATAAN DR,Rainbow Dr & E Bataan Dr,39.721492,-84.122514,,,,,0
10145,145,RAINBOW DR @ WOODMAN DR,Rainbow Dr & Woodman Dr,39.720911,-84.123938,,,,,0
10146,146,PATTERSON RD @ WOODMAN DR,,39.722716,-84.123657,,,,,0
10147,147,PATTERSON RD @ FLESHER AV,,39.722812,-84.125985,,,,,0
10149,149,PATTERSON RD @ NORTON AV,,39.723002,-84.129512,,,,,0
10151,151,WATERVLIET AV @ CULVER AV,,39.724228,-84.132188,,,,,0
10153,153,WATERVLIET AV @ WAYLAND AV,,39.726035,-84.134738,,,,,0
10154,154,WATERVLIET AV @ KINGSTON AV,,39.727374,-84.136529,,,,,0
10155,155,WATERVLIET AV @ BELLAIRE AV,,39.728783,-84.138508,,,,,0
10157,157,WATERVLIET AV @ S SMITHVILLE RD,,39.730444,-84.140883,,,,,0
10158,158,WATERVLIET AV @ FAUVER AV,,39.731482,-84.142407,,,,,0
10160,160,WATERVLIET AV @ ROSEMONT BLVD,,39.733918,-84.144817,,,,,0
10161,161,WATERVLIET AV @ WOODBINE AV,,39.735394,-84.146363,,,,,0
10162,162,WATERVLIET AV @ KING AV,,39.736071,-84.147704,,,,,0
10164,164,WATERVLIET AV @ REVERE AV,,39.73753,-84.149785,,,,,0
10165,165,ARBOR AV @ WAYNE AV,,39.73894,-84.151864,,,,,0
10166,166,ARBOR AV @ CLARENCE ST,,39.740136,-84.151873,,,,,0
10167,167,ARBOR AV @ MUNCIE ST,,39.741938,-84.15168,,,,,0
10168,168,ARBOR AV @ ALICE ST,,39.743593,-84.151475,,,,,0
10169,169,ARBOR AV @ ARGYLE ST,,39.745227,-84.151345,,,,,0
10170,170,ARBOR AV @ WYOMING ST,,39.746197,-84.151304,,,,,0
10171,171,WYOMING ST @ CREIGHTON AV,,39.746506,-84.153215,,,,,0
10172,172,WYOMING ST @ ST NICHOLAS AV,,39.746645,-84.155879,,,,,0
10174,174,WYOMING ST @ ST JOSEPH AV,,39.746862,-84.159595,,,,,0
10176,176,WYOMING ST @ ILLINOIS AV,,39.747014,-84.162562,,,,,0
10177,177,WYOMING ST @ NASSAU ST,,39.74716,-84.164877,,,,,0
10179,179,WYOMING ST @ STEELE AV,,39.747389,-84.167906,,,,,0
10181,181,WYOMING ST @ HAWKER ST,,39.747568,-84.170422,,,,,0
10182,182,WYOMING ST @ WAYNE AV,,39.747626,-84.172037,,,,,0
10184,184,WYOMING ST @ CROSS ST,,39.746625,-84.175266,,,,,0
10185,185,WYOMING ST @ JAY ST,,39.746078,-84.17764,,,,,0
10186,186,WYOMING ST @ ALBERTA ST,,39.745377,-84.180093,,,,,0
10187,187,WYOMING ST @ BROWN ST,,39.745425,-84.182709,,,,,0
10188,188,WYOMING ST @ COLBY LN,,39.74514,-84.185082,,,,,0
10192,192,N MAIN ST @ PIONEER ST,N Main St & Five Oaks Av,39.773828,-84.198416,,,,,0
10193,193,N MAIN ST @ VINCENT ST,,39.774581,-84.19956,,,,,0
10194,194,N MAIN ST @ HELENA ST,,39.77527,-84.200364,,,,,0
10196,196,N MAIN ST @ E MUMMA AV,,39.777708,-84.20348,,,,,0
10197,197,N MAIN ST @ E BURTON AV,,39.778705,-84.20467,,,,,0
10199,199,N MAIN ST @ RIDGE AV,,39.780216,-84.206687,,,,,0
10201,201,N MAIN ST @ E HUDSON ST,,39.782977,-84.209054,,,,,0
10202,202,N MAIN ST @ E FAIRWIEW AV,,39.784896,-84.210208,,,,,0
10203,203,N MAIN ST @ E PARKWOOD DR,,39.786808,-84.211606,,,,,0
10204,204,N MAIN ST @ E SHADYSIDE DR,,39.788335,-84.212651,,,,,0
10206,206,N MAIN ST @ HILLCREST AV,,39.791081,-84.214207,,,,,0
10210,210,N MAIN ST @ KNECHT DR,,39.794205,-84.215727,,,,,0
10213,213,N MAIN ST @ E SIEBENTHALER AV,Hwy 48 & N Main St,39.798366,-84.217657,,,,,0
10215,215,N MAIN ST @ E MELFORD AV,,39.80302,-84.220387,,,,,0
10216,216,N MAIN ST @ CASTLEWOOD AV,Hwy 48 & Castlewood Av,39.804849,-84.221536,,,,,0
10217,217,N MAIN ST @ NOTTINGHAM PL,,39.805659,-84.222189,,,,,0
10219,219,N MAIN ST @ ALLERTON RD,,39.806844,-84.22306,,,,,0
10221,221,N MAIN ST @ 4570 N MAIN ST,,39.808724,-84.224421,,,,,0
10222,222,N MAIN ST @ JULIA AV,,39.809886,-84.22526,,,,,0
10223,223,N MAIN ST @ GREENHILL RD,,39.811384,-84.226319,,,,,0
10224,224,N MAIN ST @ SHOUP MILL RD,,39.812415,-84.226982,,,,,0
10228,228,N MAIN ST @ ERDIEL DR,Hwy 48 & N Main St,39.817178,-84.231546,,,,,0
10230,230,MACY ST @ N MAIN ST,,39.818453,-84.23368,,,,,0
10231,231,MACY ST @ PHILADELPHIA DR,MACY ST & N MAIN ST,39.817454,-84.235067,,,,,0
10233,233,N MAIN ST @ MACY ST,,39.818573,-84.233606,,,,,0
10234,234,N MAIN ST @ ERDIEL DR,,39.817372,-84.232001,,,,,0
10236,236,N MAIN ST @ MARKEY RD,,39.814826,-84.228948,,,,,0
10237,237,N MAIN ST @ GREENHILL RD,,39.811564,-84.226625,,,,,0
10239,239,N MAIN ST @ JULIA AV,Hwy 48 & Greenhill Rd,39.809904,-84.225424,,,,,0
10242,242,N MAIN ST @ ALLERTON RD,,39.806909,-84.223273,,,,,0
10243,243,N MAIN ST @ W NOTTINGHAM RD,,39.805963,-84.222631,,,,,0
10244,244,N MAIN ST @ CASTLEWOOD AV,,39.804949,-84.221924,,,,,0
10245,245,N MAIN ST @ W MELFORD AV,,39.802599,-84.22019,,,,,0
10247,247,N MAIN ST @ REDDER AV,,39.800986,-84.219189,,,,,0
10252,252,N MAIN ST @ CLIFF ST,,39.792545,-84.215214,,,,,0
10253,253,N MAIN ST @ HILLCREST AV,N MAIN ST & W HILLCREST AVE,39.791243,-84.214587,,,,,0
10254,254,N MAIN ST @ MARSON DR,,39.789553,-84.213604,,,,,0
10255,255,N MAIN ST @ W SHADYSIDE DR,,39.788534,-84.212943,,,,,0
10256,256,N MAIN ST @ PARKWOOD DR,,39.786887,-84.211812,,,,,0
10257,257,N MAIN ST @ W FAIRVIEW AV,,39.785222,-84.210692,,,,,0
10258,258,N MAIN ST @ HUDSON AV,,39.783275,-84.209392,,,,,0
10259,259,N MAIN ST @ SANTA CLARA AV,,39.781393,-84.208198,,,,,0
10261,261,N MAIN ST @ DELAWARE AV,,39.779829,-84.206318,,,,,0
10262,262,N MAIN ST @ W BURTON AV,,39.778632,-84.204824,,,,,0
10263,263,N MAIN ST @ W MUMMA AV,,39.777389,-84.203207,,,,,0
10264,264,N MAIN ST @ W HELENA ST,,39.77536,-84.200624,,,,,0
10266,266,N MAIN ST @ WARDER ST,,39.773339,-84.198122,,,,,0
10267,267,N MAIN ST @ W GREAT MIAMI BLVD,,39.772437,-84.196855,,,,,0
10269,269,N MAIN ST @ EMMET ST,,39.76646,-84.193641,,,,,0
10270,270,N MAIN ST @ WHITE ALLEN AV,,39.767511,-84.19388,,,,,0
10271,271,N MAIN ST @ E BABBIT ST,,39.768568,-84.194199,,,,,0
10272,272,N MAIN ST @ E GRAND AV,N Main St & Unnamed,39.769798,-84.194451,,,,,0
10275,275,N MAIN ST @ GREAT MIAMI BLVD,N Main St & Hwy 48,39.772242,-84.196387,,,,,0
10278,278,N MAIN ST @ BABBIT ST,,39.76852,-84.194375,,,,,0
10279,279,N MAIN ST @ W MCPHERSON ST,N MAIN ST & W MC PHERSON ST,39.767607,-84.194138,,,,,0
10280,280,N MAIN ST @ EMMET ST,,39.766064,-84.193711,,,,,0
10281,281,N MAIN ST @ REDWOOD AV,N MAIN ST & NORTHWOOD AVE,39.800001,-84.218505,,,,,0
10303,303,GUENTHER RD @ HOOVER AV,GUENTHER RD & HOOVER AVE,39.761471,-84.266336,,,,,0
10304,304,HOOVER AV @ WHITMORE AV,HOOVER AVE & MIA AVE,39.76125,-84.265028,,,,,0
10306,306,WHITMORE AV @ KAMMER AV,,39.759666,-84.264886,,,,,0
10307,307,WHITMORE AV @ OAKRIDGE DR,Whitmore Av & Kammer Av,39.757793,-84.264951,,,,,0
10309,309,OAKRIDGE DR @ CLEVERLY RD,,39.757487,-84.261626,,,,,0
10310,310,OAKRIDGE DR @ ELMHURST RD,,39.757522,-84.259526,,,,,0
10311,311,ELMHURST RD @ SYLVAN DR,,39.75569,-84.259284,,,,,0
10313,313,ELMHURST RD @ 2ND ST,,39.753321,-84.259266,,,,,0
10314,314,ELMHURST RD @ MIDWAY AV,,39.751473,-84.259219,,,,,0
10318,318,ELMHURST RD @ MIDWAY AV,,39.751328,-84.25909,,,,,0
10319,319,ELMHURST RD @ 2ND ST,,39.75329,-84.259103,,,,,0
10321,321,ELMHURST RD @ SYLVAN DR,,39.755486,-84.259095,,,,,0
10322,322,ELMHURST RD @ OAKRIDGE DR,,39.757357,-84.259137,,,,,0
10324,324,OAKRIDGE DR @ ALMOND AV,,39.757728,-84.262522,,,,,0
10325,325,OAKRIDGE DR @ WHITMORE AV,Oakridge Dr & Circle Rd,39.757758,-84.264586,,,,,0
10326,326,WHITMORE AV @ KAMMER AV,,39.759407,-84.264794,,,,,0
10328,328,WHITMORE AV @ HOOVER AV,,39.761244,-84.264828,,,,,0
10329,329,HOOVER AV @ GUENTHER RD,Hoover Av & Guenther Rd,39.761442,-84.265951,,,,,0
10331,331,HOOVER AV @ SCOTTSWOOD RD,Hoover Av & Scottswood Rd,39.761465,-84.278824,,,,,0
10332,332,SUMMIT SQ DR @ HOOVER AV,,39.761256,-84.283206,,,,,0
10334,334,HOOVER AV @ SCOTTSWOOD RD,,39.761269,-84.279188,,,,,0
10335,335,GRAYSTONE DR @ HOOVER AV,,39.761601,-84.2737,,,,,0
10336,336,GRAYSTONE DR @ 1132 GRAYSTONE DR,,39.763325,-84.27373,,,,,0
10337,337,GRAYSTONE DR @ WHALEY DR,Graystone Dr & Whaley Dr,39.76424,-84.273673,,,,,0
10339,339,GRAYSTONE DR @ GARDENDALE AV,,39.766116,-84.272738,,,,,0
10340,340,GARDENDALE AV @ AZALEA DR,GARDENDALE AVE & AZALEA DR,39.766097,-84.2702,,,,,0
10341,341,GARDENDALE AV @ HONEYBEE DR,,39.766101,-84.267643,,,,,0
10343,343,GUENTHER RD @ 4727 GUENTHER RD,Guenther Rd & Dugger Rd,39.762788,-84.266449,,,,,0
10352,352,GARLAND AV @ WOODLEY RD,,39.770555,-84.145244,,,,,0
10354,354,E 3RD ST @ N QUENTIN AV,,39.766656,-84.141069,,,,,0
10356,356,E 3RD ST @ N WESTVIEW AV,,39.766778,-84.143273,,,,,0
10359,359,E 3RD ST @ N HEDGES ST,,39.766617,-84.148506,,,,,0
10360,360,E 3RD ST @ N IRWIN ST,,39.766296,-84.150848,,,,,0
10361,361,E 3RD ST @ N JERSEY ST,,39.765927,-84.153136,,,,,0
10362,362,E 3RD ST @ N PHILADELPHIA ST,,39.765465,-84.155767,,,,,0
10363,363,E 3RD ST @ N FINDLAY ST,,39.765291,-84.157056,,,,,0
10364,364,E 3RD ST @ N TORRENCE ST,,39.764951,-84.159263,,,,,0
10366,366,E 3RD ST @ N VAN LEAR ST,,39.764635,-84.161955,,,,,0
10367,367,E 3RD ST @ LINDEN,E 3rd St & Springfield St,39.763953,-84.165149,,,,,0
10368,368,E 3RD ST @ WEBB ST,,39.763695,-84.167101,,,,,0
10369,369,E 3RD ST @ HARSHMAN AV,,39.763435,-84.169153,,,,,0
10370,370,E 3RD ST @ N TERRY ST,,39.762951,-84.171289,,,,,0
10372,372,E 3RD ST @ BATES ST,,39.762277,-84.176011,,,,,0
10373,373,E 3RD ST @ N KEOWEE ST,,39.761876,-84.177885,,,,,0
10375,375,E 3RD ST @ WEBSTER ST,,39.761163,-84.181922,,,,,0
10377,377,E 3RD ST @ MADISON ST,,39.76086,-84.184647,,,,,0
10383,383,GADDIS BLVD @ N HEDGES ST,,39.769505,-84.14927,,,,,0
10384,384,N HEDGES ST @ ELKTON AV,,39.768788,-84.149212,,,,,0
10385,385,N HEDGES ST @ E 3RD ST,,39.766594,-84.148608,,,,,0
10387,387,E 3RD ST @ KENTON ST,E 3rd St & S Saint Clair St,39.760069,-84.187556,,,,,0
10388,388,E 3RD ST @ MADISON,E 3rd St & Wayne Av,39.760536,-84.184754,,,,,0
10390,390,E 3RD ST @ WEBSTER ST,,39.761105,-84.181843,,,,,0
10392,392,E 3RD ST @ S KEOWEE ST,,39.761603,-84.178414,,,,,0
10393,393,E 3RD ST @ CLINTON ST,,39.76183,-84.176989,,,,,0
10396,396,E 3RD ST @ S TERRY ST,E 3rd St & S Beckel St,39.76268,-84.171848,,,,,0
10397,397,E 3RD ST @ RINGGOLD ST,,39.763146,-84.169052,,,,,0
10398,398,E 3RD ST @ HUFFMAN AV,,39.76336,-84.167855,,,,,0
10399,399,E 3RD ST @ LINDEN AV,,39.763719,-84.165622,,,,,0
10400,400,E 3RD ST @ S VAN LEAR ST,,39.76415,-84.162791,,,,,0
10403,403,E 3RD ST @ S FINDLAY ST,,39.765176,-84.15648,,,,,0
10405,405,E 3RD ST @ S JERSEY ST,,39.765745,-84.153384,,,,,0
10406,406,E 3RD ST @ S IRWIN ST,,39.766122,-84.151061,,,,,0
10407,407,E 3RD ST @ S HEDGES ST,,39.76642,-84.148943,,,,,0
10409,409,E 3RD ST @ S SPERLING AV,,39.766814,-84.146726,,,,,0
10410,410,E 3RD ST @ S WESTVIEW AV,,39.766786,-84.14422,,,,,0
10412,412,E 3RD ST @ S QUENTIN AV,,39.766641,-84.141825,,,,,0
10414,414,E 3RD ST @ MURRAY DR,,39.765959,-84.139227,,,,,0
10437,437,AIRWAY RD @ MERTLAND AV,Airway Rd & Mertland Av,39.76565,-84.135505,,,,,0
10438,438,AIRWAY RD @ LA PARRE DR,Airway Rd & La Parre Dr,39.766053,-84.132584,,,,,0
10439,439,AIRWAY RD @ HAYDEN AV,Airway Rd & Hayden Av,39.766957,-84.128545,,,,,0
10440,440,AIRWAY RD @ 4770 AIRWAY RD,Airway Rd & Baltimore And Ohio Railroad,39.768163,-84.125636,,,,,0
10441,441,AIRWAY RD @ WOODMAN,,39.769087,-84.123639,,,,,0
10442,442,AIRWAY RD @ 4717 AIRWAY RD,,39.770358,-84.120584,,,,,0
10444,444,AIRWAY RD @ 5206 AIRWAY RD,,39.771774,-84.114283,,,,,0
10445,445,AIRWAY RD @ MEEHAN DR,,39.771615,-84.111268,,,,,0
10446,446,AIRWAY RD @ SPINNING RD,,39.771495,-84.108968,,,,,0
10447,447,AIRWAY RD @ MAVERICK DR,,39.771315,-84.106533,,,,,0
10448,448,AIRWAY RD @ HICKAM DR,,39.771027,-84.101401,,,,,0
10449,449,COLONEL GLENN HWY @ 4141 COLONEL,,39.773512,-84.086192,,,,,0
10451,451,COLONEL GLENN HWY @ GERMANY LN,,39.775028,-84.07722,,,,,0
10453,453,UNIVERSITY BLVD @ STUDENT UNION,S MAIN DR,39.779594,-84.066456,,,,,0
10454,454,MILLETT HALL,,39.783847,-84.06205,,,,,0
10455,455,LOOP RD @ CENTER RD,,39.78038,-84.060041,,,,,0
10456,456,COLONEL GLENN HWY @ CENTER RD,,39.778393,-84.059327,,,,,0
10457,457,COLONEL GLENN HWY @ MAIN WSU ENTR.,,39.777216,-84.065718,,,,,0
10458,458,COLONEL GLENN HWY @ 3822 COLONEL,,39.775966,-84.073262,,,,,0
10461,461,COLONEL GLENN HWY @ 4200 COLONEL,,39.773655,-84.086456,,,,,0
10462,462,AIRWAY RD @ HICKAM DR,,39.771135,-84.101396,,,,,0
10463,463,AIRWAY RD @ MAVERICK DR,,39.77144,-84.106206,,,,,0
10464,464,AIRWAY RD @ SPINNING RD,,39.771601,-84.10848,,,,,0
10465,465,AIRWAY RD @ MEEHAN DR,,39.771718,-84.110926,,,,,0
10468,468,AIRWAY RD @ A/F 4914 AIRWAY RD,,39.77053,-84.120767,,,,,0
10469,469,AIRWAY RD @ WOODMAN,,39.769658,-84.122781,,,,,0
10470,470,AIRWAY RD @ EUBANKS DR,,39.76721,-84.128357,,,,,0
10471,471,AIRWAY RD @ DOOLITTLE DR,,39.766041,-84.134918,,,,,0
10475,475,JAMES H MCGEE BLVD @ W 1ST ST,N Western Av & W 1st St,39.755967,-84.224976,,,,,0
10476,476,JAMES H MCGEE BLVD @ EDISON ST,N Western Av & Edison St,39.757028,-84.225755,,,,,0
10478,478,JAMES H MCGEE BLVD @ 444 JAMES H,,39.759126,-84.227652,,,,,0
10480,480,KAMMER AV @ N WOODWARD AV,Kammer Av & N Woodward Av,39.759878,-84.230496,,,,,0
10482,482,KAMMER AV @ N KILMER ST,Kammer Av & Winters St,39.759884,-84.23264,,,,,0
10484,484,GRAMONT AV @ KAMMER AV,Gramont Av & Hoover Av,39.759708,-84.237362,,,,,0
10485,485,GRAMONT AV @ HOOVER AV,Gramont Av & Kammer Av,39.761466,-84.237402,,,,,0
10486,486,HOOVER AV @ SHOOP AV,Hoover Av & Shoop Av,39.761678,-84.238745,,,,,0
10488,488,HOOVER AV @ WESTWOOD AV,Hoover Av & Westwood Av,39.761648,-84.2413,,,,,0
10489,489,HOOVER AV @ WALTON AV,Hoover Av & Walton Av,39.761618,-84.243727,,,,,0
10490,490,HOOVER AV @ BURLEIGH AV,Hoover Av & Leland Av,39.761606,-84.245894,,,,,0
10491,491,HOOVER AV @ CRESTMORE AV,Hoover Av & N Upland Av,39.761594,-84.248084,,,,,0
10492,492,HOOVER AV @ CLARKSON AV,Hoover Av & Osmond Av,39.761573,-84.250251,,,,,0
10493,493,DELPHOS AV @ HOOVER AV,,39.76106,-84.251388,,,,,0
10494,494,DELPHOS AV @ KAMMER AV,,39.759365,-84.250385,,,,,0
10495,495,DELPHOS AV @ OAKRIDGE DR,,39.758206,-84.249646,,,,,0
10496,496,OAKRIDGE DR @ N UPLAND AV,,39.758061,-84.247322,,,,,0
10499,499,OAKRIDGE DR @ WALTON AV,,39.7581,-84.243769,,,,,0
10501,501,OAKRIDGE DR @ WESTWOOD AV,,39.758108,-84.241414,,,,,0
10502,502,KAMMER AV @ WESTWOOD AV,,39.759452,-84.240919,,,,,0
10503,503,KAMMER AV @ SHOOP AV (GRAMONT),,39.759479,-84.238727,,,,,0
10504,504,KAMMER AV @ ANNA ST,,39.759497,-84.236324,,,,,0
10505,505,KAMMER AV @ MCNARY AV,,39.759524,-84.233977,,,,,0
10507,507,KAMMER AV @ N ORCHARD AV,,39.759736,-84.229645,,,,,0
10508,508,JAMES H MCGEE BLVD @ N MATHISON,,39.759385,-84.228441,,,,,0
10509,509,JAMES H MCGEE BLVD @ ROSEDALE DR,,39.758631,-84.227445,,,,,0
10510,510,JAMES H MCGEE BLVD @ EDISON ST,,39.757065,-84.226121,,,,,0
10511,511,JAMES H MCGEE BLVD @ 1ST ST,,39.756052,-84.225376,,,,,0
10512,512,WAYNE AV @ E 5TH ST,,39.757279,-84.18237,,,,,0
10514,514,XENIA AV @ QUITMAN ST,,39.75248,-84.174382,,,,,0
10515,515,XENIA AV @ CORWIN ST,,39.752503,-84.172686,,,,,0
10516,516,XENIA AV @ ANGEL CT,,39.752572,-84.170835,,,,,0
10518,518,XENIA AV @ STEELE AV,,39.752637,-84.167848,,,,,0
10519,519,XENIA AV @ NASSAU ST,,39.752701,-84.165172,,,,,0
10520,520,XENIA AV @ ST PAUL AV,,39.752759,-84.16344,,,,,0
